1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
1;12;2;3;5;1;1;11;10;9;8;0;1;0;1;0;2;0;0;0;0;0;0
2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;18;4;9;5;2;0;10;15;12;11;0;0;0;0;1;1;0;0;0;0;0;1
4;3;2;5;0;1;3;2;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7;23;3;9;5;4;4;17;18;16;8;2;0;0;0;0;2;1;1;1;1;0;0
8;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
9;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;1;1;0;1;1;1;4;3;1;1;0;0;0;0;1;0;0;0;0;1;0
12;6;1;1;0;0;1;3;5;3;3;1;0;1;0;0;0;0;0;0;0;0;0
13;2;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;2;0;2;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;7;0;0;0;0;0;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0
17;2;0;0;0;0;0;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0
18;3;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
19;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
20;2;1;0;2;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
21;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
23;1;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
37;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
39;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
44;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
45;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
