1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1;4;5;0;0;0;0;0;2;2;0;2;1;0;3;4;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0
2;8;29;8;2;3;0;1;9;6;6;5;13;5;9;18;0;1;2;3;1;0;2;3;1;3;4;0;1;1;0;0;0
3;5;19;4;2;3;1;0;11;1;5;2;3;3;7;10;0;2;2;0;0;0;1;3;0;3;1;1;0;0;0;0;0
4;6;15;1;1;2;3;1;7;0;8;3;5;1;1;6;0;2;3;2;0;0;0;4;0;3;2;1;0;0;0;0;1
5;4;26;10;3;1;0;3;9;0;3;1;9;7;9;11;1;0;3;3;0;1;0;1;2;4;2;3;0;0;0;0;0
6;1;5;0;0;1;1;0;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;1;0;0;1;0;0;0;0;0;0;1;2;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0
9;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
