1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77
1;3;6;16;6;8;18;35;13;35;3;19;0;7;1;9;4;1;0;0;19;9;1;8;0;1;0;7;1;0;1;4;5;4;2;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3;1;0;2;0;1;1;2;0;2;0;0;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;9;7;25;8;6;20;33;19;38;9;26;6;18;0;15;5;2;2;0;25;15;4;9;0;0;3;7;2;0;9;6;6;5;1;3;0;0;0;0;1;0;5;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0
5;1;7;5;2;3;5;11;2;9;0;6;0;3;0;2;0;0;0;0;8;3;1;2;0;2;0;1;0;0;2;3;3;2;0;3;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;1;1;1;0;2;4;0;4;0;3;1;0;0;1;0;0;0;1;5;2;0;4;0;2;0;1;0;0;1;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
7;4;4;5;1;3;10;14;13;24;1;10;2;9;0;4;1;0;1;0;11;5;2;9;0;0;2;3;1;0;0;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8;1;4;5;2;3;6;8;3;8;1;6;2;2;0;5;0;0;0;0;6;2;0;2;0;0;0;2;0;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9;2;0;2;2;2;3;4;1;6;1;2;0;0;0;2;1;1;1;0;2;3;0;1;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;3;5;11;5;4;11;20;12;20;2;7;2;10;0;6;4;0;0;0;8;9;1;3;0;1;0;7;2;0;3;2;1;2;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
