1;2;3;4;5;6;7;8;9
1;19;2;3;3;1;0;0;0;0
2;219;60;21;22;8;1;1;1;1
3;46;14;6;0;1;0;0;0;0
4;26;9;4;1;0;0;0;0;0
5;16;0;4;3;1;0;0;0;0
6;1;0;0;0;0;0;0;0;0
7;2;0;0;0;0;0;0;0;0
8;1;0;0;0;0;0;0;0;0
9;1;0;0;0;0;0;0;0;0
10;1;0;0;0;0;0;0;0;0
11;1;0;0;0;0;0;0;0;0
