1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
1;55;40;46;6;6;16;7;0;0;7;8;6;0;0;0;2;0;0;1;1;0;0;1;0;0;0
2;31;22;29;9;5;10;4;1;0;3;7;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3;26;11;18;2;2;5;6;2;0;2;5;0;1;1;0;3;0;0;1;0;0;0;0;0;1;0
4;32;33;27;12;3;14;5;4;0;2;6;5;1;0;0;1;0;0;0;0;1;0;0;0;0;0
5;8;2;9;3;0;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;18;15;13;3;0;13;2;3;0;2;2;3;0;0;1;1;1;0;0;0;0;1;0;0;0;0
7;11;14;7;4;2;2;0;1;0;1;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;7;6;12;3;0;7;0;2;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11;18;19;15;3;3;7;4;1;0;1;5;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0
12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;6;6;9;0;2;4;1;0;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;4;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;1;0;5;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;2;2;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;5;3;2;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;4;3;7;2;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
29;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
