1;2;3;4;5;6;7;8;9;10;11;12
1;431;13;4;10;3;1;0;1;0;3;2;1
2;15;0;0;0;0;0;1;0;0;0;0;0
3;11;0;0;0;0;0;0;0;0;0;0;0
4;1;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;1;0;0;0
6;1;0;0;0;0;0;0;0;0;0;0;0
7;1;0;0;0;0;0;0;0;0;0;0;0
