1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28
1;14;25;1;0;8;0;6;0;2;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2;42;70;0;0;7;1;24;1;6;3;0;0;6;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
3;31;68;1;0;5;0;6;3;3;0;0;2;5;1;0;0;3;2;0;0;0;0;0;1;0;0;0;0
4;14;22;0;0;0;0;9;2;5;0;0;0;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
5;5;15;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
6;6;21;0;1;2;0;2;0;2;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
7;8;25;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;17;21;1;0;2;0;1;1;0;0;0;3;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9;2;6;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;6;13;1;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;6;24;1;0;2;1;5;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
12;5;16;0;0;2;0;2;1;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
13;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;9;31;0;0;1;0;4;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;9;32;1;0;1;0;6;1;2;0;0;1;3;0;0;0;3;0;0;0;0;1;0;0;0;0;1;0
16;6;14;0;0;1;0;3;1;0;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
17;6;15;0;0;2;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;5;10;0;0;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
20;3;13;0;0;0;0;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
21;1;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;7;7;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;3;2;0;0;2;0;3;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
