1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
1;6;27;4;4;0;3;9;0;1;6;6;6;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;15;2;1;1;1;6;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;15;114;23;28;9;7;63;7;6;20;23;17;3;0;1;0;6;3;1;2;0;1;0;1;0;3;1;1;0;0;0;1;0;6;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0
4;0;4;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;0;22;5;6;1;2;13;2;2;3;3;3;1;1;0;0;4;1;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;5;3;1;1;0;3;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
7;1;14;3;3;1;2;3;2;0;2;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;6;31;0;9;3;1;21;1;4;4;3;6;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;5;32;4;4;4;0;15;4;1;4;4;7;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;2;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
