1;2;3;4;5;6;7;8;9;10;11;12;13;14
1;1;5;5;4;14;21;6;1;0;0;0;0;0;1
2;0;6;2;3;5;10;2;1;0;0;0;0;0;0
3;0;11;1;3;17;23;7;0;0;0;0;0;0;0
4;0;9;2;7;16;16;8;2;0;1;0;0;0;0
5;0;3;0;1;5;4;1;1;0;1;0;0;0;0
6;0;3;1;2;3;4;1;0;0;0;0;0;0;0
7;0;1;0;0;0;3;1;0;0;0;1;0;0;0
8;0;12;1;7;12;21;7;1;0;1;0;1;0;0
9;0;3;1;1;4;10;0;0;0;0;0;0;0;0
10;0;3;2;2;8;4;1;1;0;0;0;0;1;0
11;0;11;3;4;16;17;4;1;0;1;0;0;0;0
12;0;5;2;1;9;8;2;1;1;2;0;0;0;0
13;0;4;3;1;4;5;2;0;0;0;0;0;0;0
14;0;2;1;0;6;2;2;1;0;0;0;0;0;0
15;0;1;0;0;0;1;1;0;0;0;0;0;0;0
16;0;1;0;0;2;1;1;0;0;0;0;0;0;0
17;0;1;0;0;0;1;0;0;0;0;0;0;0;0
18;0;2;1;1;0;0;0;0;0;0;0;0;0;0
19;0;1;0;0;2;1;1;0;0;0;0;0;0;0
20;0;1;0;0;0;2;1;0;0;0;0;0;0;0
21;0;0;0;0;0;1;0;0;0;0;0;0;0;0
22;0;0;1;0;0;2;0;0;0;0;0;0;0;0
23;0;0;1;0;0;0;0;0;0;0;0;0;0;0
24;0;0;0;1;0;0;0;0;0;0;0;0;0;0
