1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
1;10;60;6;0;1;6;3;8;4;10;0;0;7;4;2;0;0;0;0;0
2;8;57;7;1;0;6;4;7;10;14;0;0;1;9;2;1;1;0;0;1
3;13;57;3;0;0;12;2;6;5;8;1;0;2;10;0;0;0;0;0;0
4;9;59;3;0;0;14;2;4;7;7;0;1;7;10;1;0;0;1;1;0
5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
