1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120
1;16;2;1;4;0;1;1;0;4;1;4;2;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;44;5;6;23;3;3;7;9;9;11;4;3;3;2;0;0;13;1;0;1;3;0;2;3;0;0;1;2;2;2;1;1;2;0;5;0;9;0;0;0;0;2;1;0;3;1;0;1;0;2;3;0;2;0;1;1;2;1;2;0;0;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;25;3;5;18;6;7;3;4;9;7;6;3;0;3;0;0;8;2;0;2;0;0;3;0;1;0;0;1;5;0;2;0;0;0;4;0;2;1;3;0;0;1;3;1;3;0;0;2;3;0;2;1;2;0;1;2;1;0;1;1;1;0;0;1;2;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
4;29;3;8;16;4;3;3;6;3;10;4;2;0;3;1;3;7;1;0;4;0;0;1;2;0;2;0;0;1;2;2;0;3;0;7;0;2;1;2;0;0;1;1;0;0;3;1;0;0;1;1;1;3;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;27;4;4;21;5;3;8;3;2;9;0;2;4;0;0;0;6;0;0;0;0;0;4;1;1;1;0;2;0;3;2;0;1;0;7;0;6;0;3;0;0;2;3;0;1;2;3;2;0;2;0;0;4;0;1;0;0;1;1;0;1;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
7;3;1;1;1;0;4;0;1;3;2;2;0;0;1;0;0;2;0;0;2;0;0;1;0;3;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;4;4;4;3;0;1;3;1;1;3;0;2;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
9;35;2;5;17;3;8;4;7;7;10;7;4;6;2;0;1;7;3;1;1;0;0;0;4;0;1;0;3;0;3;0;1;3;0;5;0;8;3;1;0;0;1;2;1;0;2;0;5;0;2;0;1;1;0;0;0;1;1;0;0;3;1;0;1;2;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;14;0;0;16;4;3;4;2;2;6;3;1;2;0;0;1;1;0;0;1;3;0;0;1;0;0;0;1;3;5;0;0;1;0;9;0;3;2;1;0;0;1;0;1;0;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
12;4;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;11;5;2;12;2;3;2;0;5;2;3;2;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;5;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
14;38;6;6;24;6;7;7;4;10;9;4;7;2;2;0;1;10;3;0;1;2;0;0;3;2;0;0;1;2;6;0;0;1;1;9;0;2;1;2;0;0;5;4;2;2;6;1;1;1;2;1;0;0;0;1;0;0;1;0;0;0;0;1;2;4;0;2;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;16;1;2;5;0;0;4;2;3;4;3;0;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;4;0;4;0;0;0;0;3;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
16;1;4;0;2;1;0;1;1;0;0;2;3;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;19;3;7;7;4;2;5;6;2;6;2;3;0;0;0;1;7;1;0;1;0;0;1;0;4;0;0;0;0;3;1;0;0;0;6;0;2;1;0;0;0;2;1;2;1;1;2;1;0;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;6;2;3;7;0;0;1;0;3;5;1;4;1;1;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2;0;3;0;2;0;0;0;0;1;2;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
19;9;1;2;6;0;0;3;0;4;3;1;2;1;0;0;0;2;0;0;0;0;0;1;2;1;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
