1;2;3;4;5;6;7;8;9
1;2;13;0;0;0;0;0;0;0
2;27;212;0;7;5;1;1;1;0
3;3;24;0;0;1;0;0;0;1
4;1;27;1;2;0;0;0;0;0
5;6;46;0;2;0;0;0;0;0
6;4;37;0;1;0;0;0;0;0
7;1;9;0;0;0;0;0;0;0
8;0;1;0;0;0;0;0;0;0
9;2;16;0;0;0;0;0;0;0
10;0;14;0;0;0;0;0;0;0
11;0;1;0;0;0;0;0;0;0
12;1;8;0;0;0;0;0;0;0
13;0;1;0;0;0;0;0;0;0
14;1;13;0;0;0;0;0;0;0
15;0;3;0;0;0;0;0;0;0
16;0;1;0;0;0;0;0;0;0
17;0;1;0;0;0;0;0;0;0
18;0;1;0;0;0;0;0;0;0
19;0;1;0;0;0;0;0;0;0
