1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
1;28;47;32;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
2;51;109;90;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0
3;32;67;21;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
