1;2;3;4;5;6;7;8;9;10;11;12
1;105;40;12;26;11;1;2;1;1;0;0;1
2;64;123;29;48;5;15;0;0;0;1;1;0
3;0;0;1;0;0;0;0;0;0;0;0;0
4;1;0;0;0;0;0;0;0;0;0;0;0
5;1;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;1;0;0;0;0;0;0;0;0
7;0;1;0;0;0;0;0;0;0;0;0;0
8;0;1;0;0;0;0;0;0;0;0;0;0
9;0;1;0;0;0;0;0;0;0;0;0;0
10;0;1;0;0;0;0;0;0;0;0;0;0
11;0;1;0;0;0;0;0;0;0;0;0;0
12;1;0;0;0;0;0;0;0;0;0;0;0
13;0;1;0;0;0;0;0;0;0;0;0;0
14;1;0;0;0;0;0;0;0;0;0;0;0
15;0;0;0;1;0;0;0;0;0;0;0;0
16;1;0;0;0;0;0;0;0;0;0;0;0
