1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103
1;13;1;0;5;2;16;4;2;0;0;1;0;2;4;0;1;1;1;0;1;1;1;0;2;3;1;2;0;2;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;40;7;9;27;5;51;28;9;2;3;8;0;4;25;6;5;3;2;1;0;1;0;1;4;3;2;10;4;1;8;0;2;0;1;2;1;0;2;1;1;0;0;1;4;0;1;3;0;1;1;0;0;0;0;0;3;0;0;0;3;3;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
3;77;25;9;30;12;58;45;17;5;0;12;0;22;35;3;10;3;5;3;2;2;0;3;7;7;4;14;0;0;14;7;10;0;2;1;0;0;2;3;2;0;1;0;6;5;0;7;0;3;0;1;0;1;1;0;2;0;1;3;6;0;1;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
4;5;2;0;3;2;3;2;3;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;10;1;1;4;3;10;10;3;1;0;1;1;3;2;3;0;0;0;0;0;0;0;0;1;0;1;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;8;3;3;4;0;10;3;2;0;2;1;1;8;4;0;1;0;1;0;0;0;0;1;1;0;2;3;0;0;1;1;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;53;13;11;31;9;57;42;23;10;2;12;0;15;17;9;3;1;0;6;1;0;0;3;1;7;5;14;5;1;2;5;7;1;2;3;0;1;0;3;0;0;5;0;4;6;1;6;1;2;0;3;0;2;0;1;1;1;0;2;4;4;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
10;31;10;5;14;2;47;33;9;5;4;10;0;7;16;5;3;1;0;0;0;2;0;1;2;4;7;9;2;6;8;1;3;0;1;1;0;0;0;0;0;0;0;0;4;0;0;1;0;1;1;0;1;1;0;0;1;0;2;0;2;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0
