1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
1;13;2;2;10;4;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2;10;6;2;7;5;0;4;0;1;0;0;0;0;1;0;0;0;0;1;1;0
3;20;11;5;16;17;0;12;1;3;0;0;0;0;0;0;1;0;0;0;0;0
4;26;8;2;16;18;0;10;2;5;1;1;0;0;0;0;0;0;0;0;0;0
5;9;5;2;8;4;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0
6;10;6;1;9;6;1;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0
7;18;10;2;16;14;0;12;1;2;0;0;1;1;0;0;0;0;0;0;0;0
8;2;0;0;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;6;2;0;6;7;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10;3;1;0;1;3;0;1;0;3;0;0;0;0;0;1;0;1;0;0;0;0
11;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;4;2;2;8;2;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;1
15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
