1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
1;17;26;6;1;7;1;9;2;1;3;1;3;2;1;2;1;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;17;38;7;4;7;6;13;8;0;7;2;3;0;2;8;2;2;0;2;1;1;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
3;7;9;4;2;4;1;1;0;0;2;1;1;0;0;4;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4;3;5;0;1;1;1;6;1;0;1;0;1;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;4;9;3;0;0;0;2;0;0;0;0;3;0;1;2;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
6;26;40;3;8;17;1;15;13;0;4;5;3;3;4;9;2;0;2;3;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;9;23;8;3;3;1;8;4;0;1;1;2;1;2;5;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1
8;24;58;11;6;18;1;16;7;0;9;2;6;0;4;17;5;0;1;4;2;3;4;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0
9;6;10;5;5;3;0;2;1;0;3;1;2;2;0;2;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;7;5;2;1;3;1;6;1;0;1;0;2;0;1;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;1;5;1;1;4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;1;4;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;3;8;1;3;1;1;3;1;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;4;11;1;0;2;0;1;2;0;1;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
