1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62
1;11;1;50;0;8;4;0;10;4;14;4;1;2;6;0;0;0;2;1;0;0;0;3;1;1;0;3;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2;52;2;225;1;31;28;16;41;11;68;14;4;6;8;0;0;7;3;2;0;2;0;6;3;0;0;9;2;0;4;13;1;0;0;0;3;0;2;1;0;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3;8;0;24;0;4;3;0;6;1;11;2;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;37;0;192;0;35;31;14;25;8;62;21;6;9;12;1;0;4;3;6;0;1;0;6;2;0;0;8;1;0;1;11;3;0;2;0;6;1;1;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5;71;1;254;0;43;31;16;33;18;104;25;12;13;21;0;0;13;4;7;0;5;5;11;3;0;1;9;1;0;9;12;1;1;0;0;6;0;1;2;0;3;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0
6;2;0;10;0;2;0;3;2;2;5;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;0;7;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;7;0;14;0;3;4;2;1;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0;0;2;0;9;1;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
