1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122
1;74;8;0;22;4;11;9;2;5;12;4;40;4;19;0;5;28;10;5;9;2;1;0;1;13;1;0;0;15;1;3;0;21;0;4;2;0;0;1;2;9;0;0;0;0;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;2;0;3;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2;7;6;0;3;2;6;1;0;3;5;3;3;0;5;0;1;11;2;1;5;3;3;0;0;9;0;1;1;2;0;0;2;3;1;3;1;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;3;1;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
3;16;9;3;3;0;14;1;0;2;19;0;16;0;3;0;2;30;3;11;12;5;3;0;1;4;1;1;1;6;9;1;0;2;2;2;2;0;0;2;0;3;0;0;1;0;1;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;5;0;1;0;0;0;0;1;1;0;4;0;0;0;2;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;17;15;0;8;2;13;2;1;3;18;2;7;1;4;0;0;28;3;7;11;2;1;0;6;17;5;2;1;8;8;2;1;3;1;4;3;1;0;7;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;2;0;2;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
6;6;3;0;0;1;0;0;0;0;0;1;1;0;3;0;0;2;1;2;0;0;0;0;0;0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;0;0;6;5;2;0;1;0;1;2;9;0;16;1;0;3;7;0;0;1;2;0;1;0;0;0;1;1;1;0;2;1;1;0;0;0;0;1;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;1;0;0;0;2;0;0;0;2;0;4;0;2;0;0;3;0;1;3;0;0;0;0;2;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;10;1;0;3;0;6;2;0;0;9;0;1;0;1;0;0;5;1;3;4;0;2;1;1;4;0;1;0;2;2;0;0;2;0;2;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10;34;2;3;43;13;4;3;7;2;10;7;22;1;55;1;5;16;29;7;3;10;11;0;1;7;2;2;3;8;13;6;5;5;2;0;3;1;0;10;1;20;0;0;1;0;6;9;1;0;0;0;0;1;0;0;1;0;1;1;0;0;3;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
