1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104
1;6;10;4;21;1;1;6;0;3;2;0;3;0;1;10;0;2;2;2;0;0;3;1;0;6;2;3;0;3;5;3;3;2;1;0;0;1;0;2;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;6;1;5;0;2;1;0;2;0;0;1;0;1;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;1;1;1;0;2;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
3;15;7;4;23;0;2;5;0;9;4;1;4;1;6;14;1;1;2;3;2;1;3;0;1;0;0;0;0;0;5;0;1;0;3;0;3;0;1;4;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
4;7;6;3;12;1;1;1;1;0;0;0;3;0;1;9;0;0;1;4;0;0;0;0;1;1;1;2;0;1;3;1;1;0;0;0;3;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;6;3;2;11;3;2;6;0;2;2;0;3;0;3;12;0;0;0;6;1;0;3;0;0;2;3;1;0;3;4;0;1;3;1;1;0;0;0;4;1;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
6;9;4;3;17;2;4;4;0;2;1;0;4;1;2;13;0;0;4;1;2;0;4;1;0;1;2;0;0;3;3;0;1;0;1;1;0;1;0;3;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;7;3;5;20;0;2;0;0;3;1;1;3;0;2;11;1;0;1;4;0;1;4;0;2;1;2;0;0;1;2;0;0;0;0;0;1;0;0;3;0;0;1;2;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
8;11;13;2;50;1;3;5;1;2;1;0;12;2;5;25;0;1;4;9;2;1;4;2;3;6;3;3;0;2;6;0;3;2;1;0;2;0;0;6;0;1;0;3;7;2;5;3;0;0;0;0;2;0;0;2;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
9;13;8;1;37;1;4;10;0;2;2;0;9;0;7;8;1;2;4;5;2;1;3;0;0;2;2;0;0;0;9;2;0;1;0;1;4;0;1;7;1;4;0;1;2;5;3;1;0;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0
10;3;3;1;5;0;0;3;1;3;1;0;0;1;2;4;0;1;1;3;0;0;2;0;0;0;2;0;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;9;11;10;43;0;2;8;1;4;4;3;5;0;7;17;0;0;3;11;1;0;3;2;2;3;1;1;0;3;6;3;1;1;1;3;2;0;0;4;2;1;0;3;0;1;3;4;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;10;7;2;21;1;2;2;0;6;4;0;5;0;4;6;0;1;1;4;0;0;3;0;2;1;3;1;0;2;1;3;0;1;3;0;4;2;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;17;10;10;34;1;1;9;0;8;0;0;9;2;6;11;1;1;9;2;0;0;6;0;2;1;1;1;0;3;7;2;4;0;1;1;1;0;0;2;0;0;1;2;1;1;0;1;0;0;1;0;2;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;2;7;4;12;1;1;6;0;3;1;1;4;0;3;9;0;2;4;1;1;0;1;1;2;2;2;0;0;3;4;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;2;0;0;0;1;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;4;2;11;0;1;5;1;0;0;0;2;0;2;8;0;1;0;0;1;0;3;0;0;1;1;0;0;1;1;2;0;3;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
16;2;2;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
