1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
1;18;0;10;14;16;1;8;2;1;1;0;2;1;0;6;4;3;3;5;0;2;0;2;1;0;0;2;4;0;0;3;0;2;1;2;1;0;1;0;0;1;0;2;3;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;27;1;25;34;30;3;4;0;7;2;0;1;4;3;29;6;9;15;17;0;3;1;4;1;1;9;1;7;3;1;6;0;10;6;7;1;3;6;0;0;4;2;4;1;0;4;0;7;2;0;0;0;0;2;0;0;5;1;1;0;0;2;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
3;4;0;3;2;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;1;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;12;0;7;13;12;3;3;0;1;1;0;1;1;0;2;3;1;6;4;0;3;0;0;2;1;1;0;1;0;0;4;2;1;5;0;1;0;1;1;0;1;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
5;4;0;2;2;3;0;0;0;0;0;0;1;1;0;3;1;0;2;0;0;1;0;0;0;0;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6;20;0;10;18;14;1;7;0;1;0;0;0;3;1;7;4;6;5;7;0;3;0;1;2;1;2;0;2;1;0;8;0;4;5;3;2;1;0;0;0;2;0;1;2;2;2;1;5;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;7;0;4;7;5;1;1;0;0;0;0;0;1;0;7;2;2;2;3;0;0;0;0;0;1;1;0;1;0;1;2;0;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
8;0;0;0;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;0;1;2;2;1;0;2;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;6;0;6;5;4;1;1;0;0;0;0;1;1;0;6;1;0;4;4;0;0;0;0;0;1;1;0;0;0;0;1;0;4;0;1;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
