1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1;50;15;17;13;4;28;44;12;14;4;14;4;13;2;1;1
2;10;11;28;7;2;11;49;2;5;12;5;2;10;1;0;0
3;2;6;12;0;1;0;29;0;2;3;4;2;2;0;0;0
4;2;2;2;1;0;1;8;0;0;1;0;0;1;0;0;0
5;0;1;3;0;0;3;12;0;0;3;2;0;1;0;0;0
6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
