1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89
1;8;1;14;5;6;2;2;0;1;2;1;7;2;4;2;3;8;3;3;4;1;0;0;2;1;1;0;1;3;0;0;1;1;0;1;0;0;0;3;0;0;0;0;0;3;1;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;3;2;14;5;5;1;1;0;2;1;3;5;1;0;4;9;6;3;1;5;1;1;1;2;2;1;1;0;3;0;2;0;2;0;0;1;0;0;1;0;1;1;0;0;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;16;0;36;15;12;10;1;0;2;4;1;11;6;3;11;8;9;1;5;5;1;4;2;2;4;5;2;5;6;3;5;0;0;1;1;0;3;0;1;3;2;1;0;0;6;2;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
4;3;0;5;4;2;0;0;0;0;1;0;3;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;3;0;10;8;6;4;4;0;0;3;1;3;5;1;3;3;2;2;1;2;0;1;0;2;3;3;0;3;4;1;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;2;9;2;4;1;0;0;0;1;0;1;3;2;2;3;2;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
7;2;0;4;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;7;0;4;0;1;0;0;1;0;2;0;0;0;1;1;0;2;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;8;0;13;7;2;3;0;0;0;0;1;3;3;0;1;0;6;2;0;2;0;0;0;1;4;3;0;0;0;1;3;0;1;0;0;2;0;0;1;0;1;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;35;1;54;31;17;4;4;2;3;18;4;17;19;7;9;18;16;5;9;13;4;8;1;10;10;5;3;3;8;8;12;4;4;4;2;1;2;0;4;0;1;1;3;0;12;2;1;1;0;2;3;0;8;0;0;1;0;1;0;0;1;0;0;0;0;0;1;2;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
