1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74
1;83;64;19;10;1;12;65;118;12;35;3;8;1;28;22;17;2;21;0;4;14;14;1;5;3;5;1;1;20;8;4;3;7;8;12;2;0;1;0;0;0;3;2;2;5;1;1;6;1;0;2;0;0;4;1;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2;3;12;1;2;0;0;4;17;1;3;0;0;0;3;2;0;0;2;0;0;4;4;0;2;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3;9;2;3;2;0;0;11;8;2;4;0;0;0;2;7;3;0;4;0;0;4;2;0;0;0;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;2;2;0;0;1;0;3;1;1;0;0;0;0;2;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;1;0;0;1;2;0;3;0;1;0;2;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6;27;33;11;11;0;3;24;60;5;15;4;2;1;11;16;7;1;11;0;3;7;15;0;3;1;3;2;2;10;0;0;1;6;3;6;1;0;0;1;1;5;1;1;3;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
7;1;2;0;2;0;0;2;4;0;1;0;0;0;2;1;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;21;13;18;4;0;4;20;29;2;7;0;3;2;7;18;2;0;6;1;2;6;6;0;4;1;2;1;0;8;0;0;0;4;2;4;1;1;1;0;0;0;1;2;2;0;0;1;3;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
9;7;4;1;1;0;2;5;5;0;5;0;2;0;4;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;2;1;0;0;0;2;2;0;2;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
