1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28
1;2;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;26;15;17;5;5;0;0;31;4;0;0;1;10;3;0;0;1;0;1;4;0;0;0;1;1;0;0;0
3;5;6;13;6;1;0;0;12;2;0;0;0;2;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0
4;8;3;2;2;1;0;0;3;0;1;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5;23;14;17;7;3;2;1;18;0;0;1;0;5;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0
6;25;15;23;7;2;1;0;21;3;0;0;0;10;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0
7;2;2;1;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;8;7;7;1;1;1;0;12;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
9;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;3;1;1;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
