1;2;3;4;5;6;7;8;9;10;11;12
1;7;0;0;1;0;0;0;0;0;0;0;0
2;69;1;5;24;0;6;3;0;0;0;0;1
3;66;2;7;26;2;3;4;0;0;1;0;0
4;72;0;0;14;3;5;0;0;0;0;0;0
5;7;0;0;1;1;1;0;0;0;0;0;0
6;9;0;1;2;0;1;0;0;1;0;0;0
7;17;2;1;1;0;1;0;0;0;0;0;0
8;47;3;5;13;1;2;0;0;0;0;0;0
9;11;0;1;6;0;2;1;0;0;0;1;0
10;17;0;0;3;0;0;0;0;0;0;0;0
11;9;0;0;3;0;0;0;1;0;0;0;0
12;0;0;0;1;0;0;0;0;0;0;0;0
13;1;0;0;0;0;0;0;0;0;0;0;0
14;1;0;0;0;0;0;0;0;0;0;0;0
15;1;0;0;0;0;0;0;0;0;0;0;0
16;1;0;0;0;0;0;0;0;0;0;0;0
17;1;0;0;0;0;0;0;0;0;0;0;0
