1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1;36;113;19;9;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0
2;44;143;18;8;0;0;0;0;3;1;0;0;1;0;0;0;1;1;0
3;10;50;2;4;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1
4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;10;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
