1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
1;1;28;68;0;0;5;32;27;15;14;6;9;1;2;3;0;3;0;1;1;1;1
2;0;3;17;0;0;1;14;11;4;2;1;2;0;4;0;0;0;0;0;0;0;0
3;0;1;8;1;0;0;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0
4;0;4;7;0;0;1;4;3;3;0;0;0;0;0;1;0;1;0;0;0;0;0
5;0;9;39;0;1;2;13;12;3;5;1;2;1;1;1;0;0;0;0;0;0;0
6;0;1;12;0;0;0;5;10;3;1;2;1;1;0;0;1;0;0;0;0;0;0
7;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;2;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
9;0;2;9;0;0;1;2;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0
10;0;1;7;0;0;1;1;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
