1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121
1;5;24;0;7;90;0;4;0;0;0;8;3;1;0;5;2;29;3;1;0;9;4;1;2;0;0;0;0;2;0;8;1;0;0;2;0;0;0;4;0;0;0;0;1;1;0;0;1;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;51;2;6;7;3;3;3;0;0;4;5;0;0;2;1;7;4;0;0;0;1;1;2;0;2;1;2;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;2;58;2;38;17;9;17;6;2;0;0;1;2;0;0;0;99;0;0;0;13;17;2;1;0;3;0;5;2;14;28;1;0;1;1;0;0;0;7;0;0;1;1;0;0;0;0;0;6;0;1;0;1;0;16;4;1;0;2;1;1;0;0;0;0;3;3;0;0;0;2;1;0;0;2;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
5;0;78;2;6;11;1;4;11;1;1;4;4;0;0;2;2;11;2;3;1;0;2;1;0;0;1;1;3;0;4;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;3;2;1;0;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;0;18;0;0;3;1;6;0;1;0;0;0;0;0;0;0;0;38;1;0;10;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;34;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;3;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
8;0;11;0;7;1;0;49;2;0;0;4;1;0;0;3;0;12;2;3;0;3;2;0;1;0;19;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;3;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;42;0;1;4;0;4;3;1;0;7;1;0;0;1;3;8;1;0;0;0;1;2;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10;0;29;0;7;30;21;0;51;11;2;4;2;1;0;2;1;15;2;0;0;9;5;0;0;0;1;0;0;0;0;5;0;0;11;1;1;0;0;0;1;0;0;2;0;1;0;0;1;0;1;21;0;0;1;2;0;0;1;0;0;0;0;1;2;0;0;1;0;2;2;0;2;0;11;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0
