1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41
1;11;12;13;17;4;20;2;0;2;0;2;0;1;4;6;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;7;4;6;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;39;54;42;72;14;47;19;2;15;5;4;3;1;12;14;0;0;5;1;12;1;6;0;1;3;1;1;2;1;1;1;0;1;0;0;0;1;0;0;0;0
4;10;6;10;12;3;7;6;0;4;1;0;0;2;2;2;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
5;1;1;1;5;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;1;2;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;9;11;16;15;1;12;7;0;5;0;2;0;2;7;2;0;1;0;0;1;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0
8;2;1;3;3;1;1;2;0;0;0;1;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;5;7;3;7;0;4;3;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0;2;2;5;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;2;5;3;8;1;6;0;1;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;0;1;4;0;2;3;0;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
